ID,NAME,TIME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,scenario,theme
33,<Lucie-Harceleur>,[11:39:37],un petit porc,bully,OAG,victim,NCG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
34,<Marjorie-Harceleur>,[11:39:49],un petit porc mdrrr bien trouver les deux bouffones elles t'emmerdent,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
35,<Julien-Conciliateur>,[11:40:07],les filles soyer  gentille avec elle j'ai etait dasn sa situation est c'est vraiment pas facile,conciliator,NAG,NULL,NULL,CR,NULL,NEU,scenario_obesity_zoe_bis,obesity
36,<Marjorie-Harceleur>,[11:40:12],On parle juste de ce qu'on voit,bully,NAG,NULL,NULL,OTH,DFN,NEG,scenario_obesity_zoe_bis,obesity
37,<Zoé-Victime>,[11:40:16],Les ptites connes on va se calmer parce qu'à part m'insulter sur mon physique vous savez rien faire,victim,OAG,bully/bully_support,OTH,DFN,NULL,NEG,scenario_obesity_zoe_bis,obesity
38,<Marjorie-Harceleur>,[11:40:16],on donne notre avis,bully,NAG,NULL,NULL,OTH,DFN,NEG,scenario_obesity_zoe_bis,obesity
39,<Lucie-Harceleur>,[11:40:19],mentalement elle est pas mieux tricher et sucer les profs pour avoir des bonnes notes,bully,OAG,victim,DNG,ATK,CR,NEG,scenario_obesity_zoe_bis,obesity
40,<Michel-Soutien-Victime>,[11:40:29],je ne comprend pas pourquoi sa vous préocuppe autant sopn physique,victim_support,NAG,NULL,NULL,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
41,<Natacha-Soutien-Harceleur>,[11:40:34],mdrrr les salles de sport sont fermer mais faire un tpur de la ville je croi que cest mieux,bully_support,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
42,<Michel-Soutien-Victime>,[11:40:38],en quoi sa vous dérange,victim_support,NAG,NULL,NULL,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
43,<Julien-Conciliateur>,[11:40:44],je suis d'acord avec michel,conciliator,NAG,NULL,NULL,EMP,DFN,NEU,scenario_obesity_zoe_bis,obesity
44,<Marjorie-Harceleur>,[11:40:48],ah sayer zoé tu as tes potes pour te defendrent tu te sens fraiche et t'ouvres ta gueule,bully,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
45,<Natacha-Soutien-Harceleur>,[11:41:00],ohhh lala tes mechanty lucie,bully_support,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
46,<Zoé-Victime>,[11:41:07],et toi askip t'as besoin du soutien de ta pote pour m'insulter,victim,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
47,<Michel-Soutien-Victime>,[11:41:19],bien dit zoé,victim_support,NAG,NULL,NULL,EMP,DFN,NEU,scenario_obesity_zoe_bis,obesity
48,<Zoé-Victime>,[11:41:21],laisse-moi vivre ou je t'écrase,victim,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
49,<Natacha-Soutien-Harceleur>,[11:41:32],XD XD,bully_support,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
50,<Marjorie-Harceleur>,[11:41:35],vous êtes des merdes à la défendre tous,bully,OAG,victim/victim_support/conciliator,NCG,ATK,NULL,NEG,scenario_obesity_zoe_bis,obesity
51,<Michel-Soutien-Victime>,[11:41:37],je te soutien a fooonnnnnnd zoé,victim_support,NAG,NULL,NULL,EMP,DFN,NEU,scenario_obesity_zoe_bis,obesity
52,<Marjorie-Harceleur>,[11:41:40],AHHHHH JPP,bully,OAG,victim/victim_support/conciliator,NCG,ATK,NULL,NEG,scenario_obesity_zoe_bis,obesity
53,<Michel-Soutien-Victime>,[11:41:44],elles ne valent pas bien que toi,victim_support,NAG,NULL,NULL,EMP,DFN,NEU,scenario_obesity_zoe_bis,obesity
54,<Lucie-Harceleur>,[11:42:02],c sur que ecraser des personnes ca doit etre facile pour toi vue que yu pese 1 tonne,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
55,<Julien-Conciliateur>,[11:42:04],moin aussi je la soutien de ouf,conciliator,NAG,NULL,NULL,EMP,DFN,NEU,scenario_obesity_zoe_bis,obesity
56,<Natacha-Soutien-Harceleur>,[11:42:10],on dit que la verite elle na qua faire du sport,bully_support,CAG,victim,DNG,ATK,EMP,NEG,scenario_obesity_zoe_bis,obesity
57,<Michel-Soutien-Victime>,[11:42:14],nous au moins on est du coté des gentilles et non des mechant marjorie,victim_support,OAG,bully/bully_support,OTH,DFN,NULL,NEG,scenario_obesity_zoe_bis,obesity
58,<Marjorie-Harceleur>,[11:42:15],ta raison Lucie,bully,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
59,<Soan-Soutien-Victime>,[11:42:18],comme tout le monde donne son avis je me permet je pense que vous êtes juste complexé par vos propres physique et vous vous sentez tellement dans votre peaux que vous êtes obliger de dénigré les autre,victim_support,NAG,NULL,NULL,CNS,ATK,NEG,scenario_obesity_zoe_bis,obesity
60,<Natacha-Soutien-Harceleur>,[11:42:32],meme dans les bus on narrive pas a respire a cause d’elle,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
61,<Marjorie-Harceleur>,[11:42:44],je me sens tres bien dans ma peau je te rassure,bully,NAG,NULL,NULL,OTH,DFN,NEG,scenario_obesity_zoe_bis,obesity
62,<Julien-Conciliateur>,[11:42:48],je suis completeemnt d'acord c'es juste des gros jaloux,conciliator,OAG,bully/bully_support,OTH,EMP,NULL,NEG,scenario_obesity_zoe_bis,obesity
63,<Lucie-Harceleur>,[11:42:53],moi aussi tkt pas on ne fait que dire ce qu'on voit,bully,CAG,victim,DNG,ATK,CNS,NEG,scenario_obesity_zoe_bis,obesity
64,<Natacha-Soutien-Harceleur>,[11:43:16],non ne serai jamais jaloux d’elle elle est grosse,bully_support,OAG,victim,DNG,ATK,EMP,NEG,scenario_obesity_zoe_bis,obesity
65,<Lucie-Harceleur>,[11:43:18],c'est à dire une buche qui roule sur le sol,bully,CAG,victim,DNG,ATK,CNS,NEG,scenario_obesity_zoe_bis,obesity
66,<Marjorie-Harceleur>,[11:43:21],on dénigrent personne on donne juste notre AVIS,bully,NAG,NULL,NULL,OTH,CNS,NEG,scenario_obesity_zoe_bis,obesity
67,<Michel-Soutien-Victime>,[11:43:22],bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,victim_support,OAG,bully/bully_support,OTH,DFN,NULL,NEG,scenario_obesity_zoe_bis,obesity
68,<Marjorie-Harceleur>,[11:43:40],allez casse vous un peu,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
69,<Natacha-Soutien-Harceleur>,[11:43:48],non on arrete pas:') :') :') :') il est grosse,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
70,<Zoé-Victime>,[11:43:57]," laissez-nous tranquille avec nos problèmes de poids, on est au courant merci !",victim,OAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
71,<Marjorie-Harceleur>,[11:44:04],ça c'est sur on arretera pas,bully,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
72,<Zoé-Victime>,[11:44:05],on a pas besoin de vous pour savoir qu'on a un problème parce que t'as rien d'autre à faire d eta vie j'imgaine,victim,OAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
73,<Michel-Soutien-Victime>,[11:44:37],il est grosse c'est pas francais commence par aller revoir tes cours ensuite vient critiqué les autre,victim_support,CAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
74,<Zoé-Victime>,[11:44:40]," tu ferais mieux de réviser tes cours au lieu de passer ton temps à me harceler, tu perds ton temps grave",victim,OAG,bully,OTH,DFN,AIN,NEG,scenario_obesity_zoe_bis,obesity
75,<Marjorie-Harceleur>,[11:44:56],ah si t'inquiete pas j'ai pleins de choses à faire dans ma vie ferme la michel,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
76,<Zoé-Victime>,[11:45:07],harceler qqun t'apportera pas de métier je te rappelle,victim,NAG,NULL,NULL,CNS,ATK,NEG,scenario_obesity_zoe_bis,obesity
77,<Julien-Conciliateur>,[11:45:09],bh on dirai pas,conciliator,CAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
78,<Michel-Soutien-Victime>,[11:45:09],on dirait pas trop...,victim_support,CAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
79,<Natacha-Soutien-Harceleur>,[11:45:19],non avec toi on perd jamais notre temps sale boufon,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
80,<Michel-Soutien-Victime>,[11:45:38],mais c'est toi la bouffone nn mais je reve,victim_support,OAG,bully_support,NCG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
81,<Zoé-Victime>,[11:45:38]," ouais à part envoyer des photos des gens et te moquer d'eux je vois pas,  tu dois vraiment avoir une vie à chier pour passer ton temps ici et continuer de m'emmerder",victim,OAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
82,<Marjorie-Harceleur>,[11:45:40],mdrrr c'est sur,bully,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
83,<Lucie-Harceleur>,[11:45:48],critiquer le petit porc n'est pas a temps plein,bully,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
84,<Natacha-Soutien-Harceleur>,[11:45:57],deja on gagne des sous en tarchelant mdrrr tes grose avoue,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
85,<Lucie-Harceleur>,[11:46:01],je peux la denigrer un petit peu puis faire ma vie,bully,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
86,<Soan-Soutien-Victime>,[11:46:03]," je me permet de vous posez une question, vous imaginez plus tard en train de dire a vos enfants que vous avez harcelé un personne à cause de son surpoids qu'est ce qui vous dit que vos enfants seront pas forcément dans vos critères de beauté donc vous devriez arrêt& de faire ça et consulter pour votre manque de confiance e vous",victim_support,NAG,NULL,NULL,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
87,<Zoé-Victime>,[11:46:04],apparemment si puisque tu restes ici,victim,NAG,NULL,NULL,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
88,<Lucie-Harceleur>,[11:46:06],donc ftg stp,bully,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
89,<Zoé-Victime>,[11:46:24],ecoute ce que soan dis et reviens après stp,victim,NAG,NULL,NULL,OTH,ATK,NEG,scenario_obesity_zoe_bis,obesity
90,<Marjorie-Harceleur>,[11:46:34],ferme ta gueule soan avec tes questions philosophiques à la con,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
91,<Zoé-Victime>,[11:46:49]," ouah bravo la répartie,  tu t'améliores de jours en jours",victim,CAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
92,<Natacha-Soutien-Harceleur>,[11:46:51],on a pas besoin de soan pour arreter,bully_support,CAG,victim_support,OTH,ATK,OTH,NEG,scenario_obesity_zoe_bis,obesity
93,<Marjorie-Harceleur>,[11:46:57],on s'en fou royalement de votre vie,bully,OAG,victim,OTH,ATK,OTH,NEG,scenario_obesity_zoe_bis,obesity
94,<Lucie-Harceleur>,[11:47:05],ce que mon gosse sera ne te regarde pas qu'es ce que tu perles av ns la bouge de la,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
95,<Marjorie-Harceleur>,[11:47:11],on veut juste défoncer elle de zoé celle de zoé,bully,OAG,victim,THR,ATK,NULL,NEG,scenario_obesity_zoe_bis,obesity
96,<Lucie-Harceleur>,[11:47:22],zoe = porc,bully,OAG,victim,NCG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
97,<Marjorie-Harceleur>,[11:47:27],AHAHAH,bully,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
98,<Lucie-Harceleur>,[11:47:30],on n'y peut rien c comme ca,bully,CAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
99,<Michel-Soutien-Victime>,[11:47:31],non effectivement vous avez pas besoin de soan pour vous arreter il vous faut quelque choses de plus fors tels un psy,victim_support,CAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
100,<Zoé-Victime>,[11:47:34],zoé t'emmerde,victim,NAG,NULL,NULL,OTH,ATK,NEG,scenario_obesity_zoe_bis,obesity
101,<Natacha-Soutien-Harceleur>,[11:47:36],elle est groose on le dit ya rien de mechant,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
102,<Zoé-Victime>,[11:47:49],ouais et je le sais alors fou moi la paix,victim,NAG,NULL,NULL,DFN,ATK,NEU,scenario_obesity_zoe_bis,obesity
103,<Marjorie-Harceleur>,[11:47:49],bah oui on est sincere nous,bully,CAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
104,<Natacha-Soutien-Harceleur>,[11:47:49],elle na qua fait une regime,bully_support,CAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
105,<Marjorie-Harceleur>,[11:48:04],on est c'est aamis nous on dit la vérité,bully,CAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
106,<Lucie-Harceleur>,[11:48:10]," on fait pas les focus nous, hein michel",bully,NAG,NULL,NULL,OTH,DFN,NEG,scenario_obesity_zoe_bis,obesity
107,<Marjorie-Harceleur>,[11:48:17],ZOE EST GROSSE,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
108,<Julien-Conciliateur>,[11:48:17],la roue tourne vous finirez par êtres ta situation et tous le monde se foutra de votre gueule a force d'avoir autant de méchanceté,conciliator,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
109,<Michel-Soutien-Victime>,[11:48:18],si zoé = port bh lucie = chienne,victim_support,OAG,bully,NCG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
110,<Soan-Soutien-Victime>,[11:48:19],je préfère avoir une philosophie a la con plutôt qu'être une bouffonne sans cervelle qui réfléchie meme pas au conséquence de ces paroles,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
111,<Lucie-Harceleur>,[11:48:26],michel que il est derriere son cula zoe donc ftg,bully,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
112,<Natacha-Soutien-Harceleur>,[11:48:35],oui on ne casse rien on lui dit la verite elle est grosse,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
113,<Marjorie-Harceleur>,[11:48:37],c'est ta mere la chienne michel,bully,OAG,victim_support,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
114,<Natacha-Soutien-Harceleur>,[11:48:58],:') :') :') :') :') un tour de la ville sa tirais pour que tu maigris,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
115,<Michel-Soutien-Victime>,[11:49:06],bh elle a suivi ton pere majorie c'est tout,victim_support,CAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
116,<Lucie-Harceleur>,[11:49:10],michel tu vas finir plus bas que terre toiausssi,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
117,<Marjorie-Harceleur>,[11:49:26],on va vous détruire,bully,OAG,victim_support,THR,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
118,<Lucie-Harceleur>,[11:49:27],av ton petit pors en guise d'animal de compagnie,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
119,<Zoé-Victime>,[11:49:28],apprends à parler déjà grosse conne,victim,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
120,<Marjorie-Harceleur>,[11:49:30],détruire vos vies,bully,OAG,victim/victim_support,OTH,ATK,NULL,NEG,scenario_obesity_zoe_bis,obesity
121,<Michel-Soutien-Victime>,[11:49:43],eh vous vouler nous detruire avec quoi vous avez cru etre flic ou quoi,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
122,<Natacha-Soutien-Harceleur>,[11:50:01],ohhh lala sa chauffe,bully_support,CAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
123,<Marjorie-Harceleur>,[11:50:08],zoé si elle a un animal de compagnie elle écrase sayer ya plus d'animal,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
124,<Michel-Soutien-Victime>,[11:50:15],toi ferme là garde t'es propo pr topi,victim_support,OAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
125,<Marjorie-Harceleur>,[11:50:15],on l'enterre,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
126,<Zoé-Victime>,[11:50:19],tu vas faire quoi ? essayer de me pousser avec tes mini muscles ? essaie et je te roule dessus,victim,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
127,<Lucie-Harceleur>,[11:50:24],c pour ca qu'elle est seule,bully,CAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
128,<Michel-Soutien-Victime>,[11:50:41],bien dit zoé rouller aplati le,victim_support,NAG,NULL,NULL,EMP,DFN,NEG,scenario_obesity_zoe_bis,obesity
129,<Julien-Conciliateur>,[11:50:43],les gars vous perdez votre temps a vous insulter comme ca vous  vous faite du mal les un avec les autres faite la paix ou vous calculer plus,conciliator,NAG,NULL,NULL,CR,NULL,NEU,scenario_obesity_zoe_bis,obesity
130,<Lucie-Harceleur>,[11:50:46],oh ptn elle vas me rouler dessus je vais câner,bully,OAG,victim,NCG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
131,<Soan-Soutien-Victime>,[11:50:55],bien dit zoé faut savoir mettre en avant ses atouts,victim_support,NAG,NULL,NULL,EMP,DFN,NEG,scenario_obesity_zoe_bis,obesity
132,<Zoé-Victime>,[11:51:01],ouais bah cours si tu veux pas que ça t'arrive,victim,OAG,bully,THR,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
133,<Marjorie-Harceleur>,[11:51:04],Tu vois je me pose une question Zoé comment tu fais pour t'acceepter accepter d'être aussi grosse,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
134,<Lucie-Harceleur>,[11:51:18],olala j'ai peur,bully,CAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
135,<Zoé-Victime>,[11:51:21],j'écoute pas ce que les connasses comme toi me disent c'est tout,victim,OAG,bully,NCG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
136,<Michel-Soutien-Victime>,[11:51:27],bh elle est juste mature et elle s'aime tels qu'elle est,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_obesity_zoe_bis,obesity
137,<Soan-Soutien-Victime>,[11:51:27],elle a confiance en elle pas comme toi,victim_support,OAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
138,<Marjorie-Harceleur>,[11:51:33],ahhh sayer zoe ouvre sa gueuele ahahah,bully,OAG,victim,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
139,<Lucie-Harceleur>,[11:51:35],mais c une réelle questions,bully,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
140,<Zoé-Victime>,[11:51:37],et je préfère avoir des formes qu'être plate comme une planche à pain point,victim,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
141,<Lucie-Harceleur>,[11:51:42],je ne comprends pas aussi,bully,NAG,NULL,NULL,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
142,<Marjorie-Harceleur>,[11:51:52],ah t'inquiete pas j'ai confiance en mi moi,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
143,<Zoé-Victime>,[11:51:59],tant mieux pour toi moi aussi,victim,CAG,bully,OTH,DFN,AIN,NEG,scenario_obesity_zoe_bis,obesity
144,<Michel-Soutien-Victime>,[11:52:09],non sinon tu ne serais pas entrain de t'acharner sur les autres,victim_support,NAG,NULL,NULL,CNS,ATK,NEG,scenario_obesity_zoe_bis,obesity
145,<Lucie-Harceleur>,[11:52:09],on est ravi zoe,bully,NAG,NULL,NULL,OTH,DFN,NEG,scenario_obesity_zoe_bis,obesity
146,<Natacha-Soutien-Harceleur>,[11:52:09],non les formes plste cest mieux que detre gropsse,bully_support,CAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
147,<Soan-Soutien-Victime>,[11:52:09],on est content pour toi mais juste ferme la,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
148,<Zoé-Victime>,[11:52:16],alors maintenant dégage et va réviser tes cours pétasse,victim,OAG,bully,NCG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
149,<Michel-Soutien-Victime>,[11:52:31],bien dit zoé,victim_support,NAG,NULL,NULL,EMP,DFN,NEG,scenario_obesity_zoe_bis,obesity
150,<Marjorie-Harceleur>,[11:52:33],mdrr tqt pas moi je peux faire du sport prendre la ou il faut toi meme en faisant du sport pendant 5ans t'arriverais pas,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
151,<Zoé-Victime>,[11:52:38],je te signale que TU as commencé alors range-toi,victim,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
152,<Marjorie-Harceleur>,[11:52:44],a perdre 3kilos,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
153,<Natacha-Soutien-Harceleur>,[11:52:44],:') :') :') :') faut mieux que tu maigrix,bully_support,CAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
154,<Lucie-Harceleur>,[11:52:45],il faut que tu t'entraine a sucer les profs pour rammener les bonnes notes,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
155,<Zoé-Victime>,[11:53:05],et alors ? au moins j'ai de bonnes notes moi,victim,NAG,NULL,NULL,CNS,ATK,NEG,scenario_obesity_zoe_bis,obesity
156,<Michel-Soutien-Victime>,[11:53:06],c'est quoi qui est drole natacha,victim_support,NAG,NULL,NULL,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
157,<Marjorie-Harceleur>,[11:53:09],elle le fait deja ça sucer les profs,bully,OAG,victim,DNG,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
158,<Zoé-Victime>,[11:53:19],(natacha t'es supposée me soutenir),victim,NAG,NULL,NULL,OTH,ATK,NEU,scenario_obesity_zoe_bis,obesity
159,<Marjorie-Harceleur>,[11:53:20],passer sous le bureeau,bully,OAG,victim,DNG,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
160,<Natacha-Soutien-Harceleur>,[11:53:40],biensur cest drole ta pas vu son taille,bully_support,CAG,victim,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
161,<Lucie-Harceleur>,[11:53:45],bah mais elle faut qu'elle s'entraine,bully,CAG,victim,OTH,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
162,<Marjorie-Harceleur>,[11:54:00],mdrr natacha elle me soutient,bully,OAG,victim,OTH,ATK,OTH,NEG,scenario_obesity_zoe_bis,obesity
163,<Lucie-Harceleur>,[11:54:02],sinon c'est ces notes qui vont maigrir,bully,CAG,victim,OTH,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
164,<Michel-Soutien-Victime>,[11:54:06],bh lucie vue que tu est pros dans le domene montre lui comment faire,victim_support,CAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
165,<Marjorie-Harceleur>,[11:54:07],ahhhh de fou,bully,OAG,victim,OTH,ATK,OTH,NEG,scenario_obesity_zoe_bis,obesity
166,<Lucie-Harceleur>,[11:54:09],elle toujours pas evidemment,bully,CAG,victim,OTH,AIN,ATK,NEG,scenario_obesity_zoe_bis,obesity
167,<Natacha-Soutien-Harceleur>,[11:54:11],non je soutien harceleur,bully_support,OAG,victim,OTH,ATK,OTH,NEG,scenario_obesity_zoe_bis,obesity
168,<Marjorie-Harceleur>,[11:54:20],elle a appris grace a ta mere,bully,CAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
169,<Julien-Conciliateur>,[11:54:32],et tu en est fier ?,conciliator,NAG,NULL,NULL,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
170,<Michel-Soutien-Victime>,[11:54:43],bh me mere tien sa de ton pere,victim_support,OAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
171,<Lucie-Harceleur>,[11:54:44],oui la mere de michel est tres experimentee,bully,CAG,victim_support,DNG,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
172,<Michel-Soutien-Victime>,[11:54:54],tels ton pere,victim_support,CAG,bully,DNG,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
173,<Lucie-Harceleur>,[11:55:10],ftg gros boufon,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
174,<Marjorie-Harceleur>,[11:55:19],allez fermez la,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
175,<Michel-Soutien-Victime>,[11:55:22],tgl toi meme pute,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_obesity_zoe_bis,obesity
176,<Marjorie-Harceleur>,[11:55:27],bandes de putes,bully,OAG,victim/victim_support,NCG,ATK,NULL,NEG,scenario_obesity_zoe_bis,obesity
177,<Lucie-Harceleur>,[11:55:29],le dernier qui a ose qui un truc comme ca il a finit sur le bord de la route,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_obesity_zoe_bis,obesity
0,Ana88,09:10:02,hello,victim_support,NAG,NULL,NULL,OTH,NULL,NEU,scenario_religion_Justine,religion
1,Aurelie,09:10:15,cc,bully_support,NAG,NULL,NULL,OTH,OTH,NEU,scenario_religion_Justine,religion
2,Justine,09:13:16,Salut,victim,NAG,NULL,NULL,OTH,OTH,NEU,scenario_religion_Justine,religion
3,Leo68,09:13:25,salut la feuj,bully,OAG,victim,OTH,ATK,OTH,NEG,scenario_religion_Justine,religion
4,Justine,09:13:49,j'ai pas de prénom peut être,victim,NAG,NULL,NULL,CNS,ATK,NEU,scenario_religion_Justine,religion
5,Leo68,09:14:08,chalom,bully,CAG,victim,OTH,ATK,CNS,NEG,scenario_religion_Justine,religion
6,Ana88,09:14:12,parle bien leo,victim_support,NAG,NULL,NULL,DFN,ATK,NEG,scenario_religion_Justine,religion
7,Aurelie,09:14:16,NOn la juive,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_religion_Justine,religion
10,Leo68,09:14:42,ntm un peu laisse nous parler,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_religion_Justine,religion
